218,251
546,19
183,319
12,136
635,96
131,433
594,233
176,20
576,376
252,141
242,287
123,238
152,309
285,371
179,262
331,399
583,294
268,376
250,326
353,288
712,249
385,196
563,318
359,155
237,252
243,14
263,77
94,143
63,150
724,81
177,136
365,326
48,186
132,352
273,409
46,273
10,196
140,119
631,74
348,253
176,230
322,332
375,74
574,372
113,192
197,101
83,3
647,351
156,94
600,108
691,319
420,17
496,239
36,305
153,149
421,194
131,361
511,205
157,349
716,354
50,285
140,98
481,420
572,265
627,120
327,149
15,261
579,193
726,41
334,157
630,322
661,74
215,124
461,369
5,124
266,107
48,316
290,171
112,93
430,295
501,251
229,172
632,136
476,75
374,67
721,154
524,182
11,124
695,395
348,347
465,109
501,218
142,242
599,413
361,394
27,125
676,208
238,407
18,96
54,427
347,369
139,18
423,393
593,436
504,287
70,28
648,408
150,431
423,40
549,407
482,292
415,113
144,363
720,388
630,158
40,271
664,65
61,88
558,399
206,94
84,418
286,423
565,132
410,122
18,282
479,91
21,209
495,107
29,283
673,187
229,57
75,157
292,322
10,357
478,133
672,81
711,51
468,155
69,406
224,421
417,407
513,256
190,256
158,412
625,342
429,161
565,383
218,262
137,88
590,30
383,424
716,229
332,436
597,35
241,408
651,378
405,163
388,213
172,426
62,292
441,19
471,60
469,77
444,7
353,202
13,251
164,281
433,264
193,90
629,2
19,59
472,172
447,156
564,51
457,225
33,227
656,222
734,423
548,399
208,332
717,163
262,416
268,349
382,128
64,230
612,329
517,391
614,347
116,271
603,162
499,87
429,256
383,411
555,138
47,151
323,373
325,321
355,409
210,228
525,77
400,329
237,165
419,379
211,432
437,154
130,117
345,67
686,410
77,137
699,182
74,310
543,393
586,36
470,145
665,348
3,253
568,129
282,49
272,181
558,184
275,12
339,203
294,61
261,313
382,296
709,121
162,342
26,396
345,199
591,181
15,42
374,321
667,7
284,363
33,375
472,391
70,434
447,312
496,410
630,321
161,252
276,111
319,163
659,30
350,399
360,254
128,383
661,7
340,213
67,41
513,201
510,235
570,416
597,431
132,284
474,185
318,239
608,203
119,293
146,299
241,142
673,129
31,126
122,306
86,249
244,253
148,186
259,425
651,329
604,172
23,5
404,237
289,120
235,242
510,135
451,271
421,207
213,320
676,164
16,219
130,371
428,81
233,131
182,13
719,288
316,294
98,266
726,68
579,332
4,72
136,34
384,49
659,203
370,362
353,294
459,236
127,13
431,400
215,246
703,211
699,19
125,182
704,347
156,206
277,313
560,399
456,128
191,245
389,234
592,392
402,415
510,403
702,14
143,20
597,36
140,83
400,142
664,228
303,27
479,177
704,135
290,66
205,438
373,431
312,174
450,18
247,172
116,306
69,320
540,322
150,136
447,378
33,325
300,57
22,150
38,87
694,82
263,250
495,267
545,335
694,333
76,156
677,16
200,406
80,76
490,234
207,217
726,295
363,173
492,159
291,104
115,24
428,160
210,299
118,215
446,17
551,100
419,187
332,385
56,363
17,83
679,177
453,256
438,234
197,308
679,173
173,342
287,131
131,159
135,278
701,228
699,318
229,70
437,127
658,289
731,119
286,251
272,205
721,250
85,166
230,258
708,383
32,63
538,105
16,266
2,401
568,260
558,355
305,197
216,402
219,198
690,238
671,361
439,347
323,309
693,108
29,98
292,251
247,351
150,428
211,143
627,76
516,13
63,6
52,118
570,281
255,102
715,194
344,289
379,224
713,192
58,85
12,45
610,4
274,39
256,412
27,203
58,111
625,123
385,273
329,325
151,434
21,206
264,222
266,128
505,421
39,176
88,117
514,361
12,1
546,362
96,51
216,200
318,189
64,33
271,44
492,245
355,258
252,280
370,57
409,241
718,229
119,399
572,38
80,217
711,8
12,147
185,57
653,207
631,247
323,308
33,40
28,270
154,190
675,167
33,155
17,146
350,14
48,169
393,172
641,334
27,38
68,369
108,316
80,408
614,342
159,354
480,327
636,134
108,256
213,394
530,424
248,297
641,352
530,282
653,373
228,432
572,293
681,235
76,335
479,92
525,416
656,39
84,213
678,357
258,226
212,219
535,327
573,207
419,249
215,349
36,309
162,5
413,244
245,301
704,369
123,156
720,44
151,154
298,305
372,115
656,309
496,386
33,95
638,389
133,197
138,202
45,275
19,2
324,306
316,305
317,409
215,271
297,344
238,293
606,149
537,259
492,296
158,49
34,183
51,157
617,321
6,55
438,157
330,141
569,420
464,216
209,398
591,94
526,22
625,428
461,280
664,265
341,124
296,94
253,15
502,14
259,191
48,64
317,435
199,255
588,424
121,71
515,306
726,302
248,142
608,11
349,269
448,364
206,250
348,418
192,111
615,194
551,210
462,266
276,31
707,11
311,57
719,27
424,281
14,192
390,109
40,44
545,349
21,189
459,406
5,388
434,262
232,213
732,105
140,90
341,314
480,346
28,172
405,104
416,112
272,143
337,89
664,423
677,36
629,39
108,202
700,209
28,109
207,31
631,232
308,437
609,409
135,66
43,382
619,58
558,309
548,253
496,158
579,379
153,237
79,218
250,229
425,341
231,120
686,264
535,207
181,431
144,182
464,358
393,127
69,43
174,123
390,16
11,208
653,290
343,292
302,41
715,392
419,179
616,210
255,241
402,193
408,228
313,427
286,84
261,300
423,131
481,266
404,287
648,104
390,278
391,72
431,168
671,144
549,172
311,241
530,410
200,247
404,399
38,41
436,408
234,269
233,403
439,107
624,280
259,142
319,397
556,162
597,43
49,246
424,22
236,417
434,171
355,10
396,390
458,406
145,78
114,31
171,249
500,12
114,21
372,70
512,119
226,183
524,264
18,168
615,176
558,98
179,362
476,236
416,419
56,56
682,93
114,225
383,421
75,381
373,363
570,75
190,206
51,211
579,433
667,309
407,10
5,105
565,241
124,209
593,223
151,108
576,274
538,73
53,273
216,375
354,75
391,194
513,207
193,50
71,237
554,179
341,367
437,57
486,406
668,122
698,73
401,135
204,13
525,379
428,58
529,171
159,186
285,5
464,87
57,29
702,94
431,420
21,204
51,143
404,285
577,210
420,403
177,110
327,116
347,76
310,76
543,391
113,90
277,216
647,414
620,30
346,123
577,233
476,417
89,243
724,20
241,196
617,83
87,436
612,307
497,200
146,176
427,338
72,427
303,47
679,112
424,324
418,414
221,195
50,36
249,391
602,323
78,264
178,14
391,230
496,324
480,116
454,220
315,143
71,78
663,81
673,65
151,42
61,327
724,422
496,431
536,29
57,168
676,22
62,182
392,259
273,151
396,121
12,433
322,270
255,287
639,219
403,85
214,192
267,277
25,134
360,37
659,187
102,365
702,188
312,405
366,7
144,176
172,157
638,241
211,55
586,427
157,106
274,233
197,68
691,324
110,39
70,5
238,416
464,48
208,8
651,180
674,221
521,169
248,70
503,126
543,433
548,382
315,385
479,44
548,255
543,399
105,202
169,419
318,390
199,395
63,292
353,247
624,13
477,365
137,157
259,418
384,348
168,393
274,62
254,391
5,307
673,244
338,218
228,299
87,107
178,195
14,349
95,371
130,419
614,227
410,117
616,409
195,139
486,263
626,153
202,326
62,311
720,390
648,156
132,348
45,392
393,61
552,254
677,353
726,143
175,101
430,343
631,255
17,406
621,215
323,258
61,62
552,225
384,194
240,228
107,317
85,146
99,333
405,280
674,287
623,4
343,223
126,225
154,327
735,425
155,338
52,158
657,27
547,318
19,15
341,281
649,342
571,241
552,92
694,413
678,134
452,284
594,263
121,141
422,397
460,285
1,211
213,292
168,11
213,14
437,27
18,15
241,174
722,28
337,198
100,221
314,151
46,156
87,194
733,41
367,361
411,36
473,431
152,225
55,124
106,53
276,186
211,324
156,401
451,241
704,392
545,366
393,320
623,40
549,408
422,179
703,429
103,51
514,204
199,132
497,376
241,375
134,422
112,385
588,408
24,239
692,334
249,193
733,113
663,88
203,261
1,242
735,131
220,168
203,379
580,350
132,246
699,123
180,229
565,253
43,133
488,91
245,431
510,372
247,115
33,188
40,131
542,202
722,30
585,12
11,181
306,416
522,142
660,349
718,173
75,228
522,335
574,345
712,177
486,93
598,426
606,279
642,309
724,333
585,299
525,376
278,117
86,303
361,147
160,365
546,98
134,42
69,277
58,267
318,59
185,178
129,55
334,204
342,199
615,104
611,108
