35,EQUUS CABALLUS SKIN,,1
36,Ibuprofen,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,1
37,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,0
38,Antipyrine and Benzocaine,,0
39,Levaquin,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,0
40,Humco Gentian Violet 2%,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,1
41,RUE21 Ocean Breeze Antibacterial Hand Sanitizer,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,0
42,Actonel,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,0
43,Clearasil Daily Clear,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,1
44,Softlips Salted Caramel,,0
45,ASACOL,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,1
46,Pink Eye Relief,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,0
47,Spinach,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,1
48,Nifedipine,,1
49,Softlips,,1
50,Cisplatin,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,0
51,Nabumetone,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,0
52,IMAGE ESSENTIALS,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,0
53,Head and Shoulders,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,0
54,Gabapentin,,0
55,Up and Up infants acetaminophen,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,1
56,chewable,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,0
57,Sterile Water,,0
58,Carbidopa and Levodopa,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,1
59,VITALUMIERE AQUA,,1
60,cortisone,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,0
61,Cefprozil,,1
62,HYDROCORTISONE,,0
63,"Molds, Penicillium Mix",quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,0
64,Irbesartan and Hydrochlorothiazide,,1
65,FIRMING DAY,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,0
66,Metoclopramide,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,1
67,Dextroamphetamine Sulfate,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1
68,Oily SK Cleansing,,1
69,ALCOHOL FREE HAND SANITIZER,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,1
70,Hydrocortisone,,1
71,Ciclopirox Olamine,,0
72,Clarithromycin,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,0
73,"Food - Animal Products and Poultry Products, Beef Bovine spp.",lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,1
74,Sorine,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,0
75,Hydrate,,1
76,zidovudine,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,1
77,Mata Balm,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,1
78,Night Time Cherry,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,0
79,Mango papaya anti-bacterial SCENTED HAND SANITIZER,,0
80,Hydrocortisone Acetate,,0
81,HEALTHY ACCENTS,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,1
82,Metaxalone,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,1
83,Atorvastatin Calcium,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,1
84,Risperidone,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,1
85,doxycycline hyclate,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,1
86,Deb InstantFoam Alcohol Sanitizer,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,1
87,Papaya,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,1
88,Diphenoxylate Hydrochloride and Atropine Sulfate,proin at turpis a pede posuere nonummy integer non velit donec,1
89,Cleocin,,1
90,restorsea Rejuvenating Day SPF 30 Broad Spectrum UVA UVB with Vibransea Complex,,0
91,Flu Relief Therapy Day Time,,1
92,Ibuprofen,,1
93,Cyclobenzaprine Hydrochloride,,0
94,LEADER iNTENSE COUGH RELIEVER,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,0
95,Ampicillin and Sulbactam,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,1
96,Epstein Barr Virus Remedy,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,1
97,Stannum 5,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,0
98,MOXEZA,,1
99,ACYCLOVIR,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,0
100,CLARINS SKIN ILLUSION Mineral and Plant Extracts SPF 10 Titanium Dioxide- Sunscreen - Natural Radiance Foundation Tint 105,,1
101,Acetaminophen PM,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,1
102,PHENDIMETRAZINE TARTRATE,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,0
103,Xpect First aid Buffered Eye and Skin,,0
104,Lantiseptic,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,0
105,NATURAL SUN AQ TOTAL ANTI-AGING ESSENCE SUN,,0
106,Naturasil,,0
107,Parathyreoidea Aurum Special Order,libero nam dui proin leo odio porttitor id consequat in consequat,0
108,Venlafaxine Hydrochloride,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,1
109,Serdaen,,1
110,Phenytoin,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,0
111,Depakote,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,0
112,Chlorthalidone,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,0
113,Bonogen Activator,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,1
114,Cold Sore Treatment,,1
115,SAFEWAY,,1
116,Isopropyl Alcohol,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,1
117,LANEIGE SNOW CRYSTAL,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,0
118,CELLBOOSTING HOMME,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,1
119,Rivastigmine Tartrate,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,1
120,Ionite R,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,1
121,ADVATE,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,0
122,Amoxicillin and Clavulanate Potassium,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,0
123,TOLNAFTATE ANTIFUNGAL,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,0
124,Lenscale,,0
125,ACNE SOLUTIONS CLEARING CONCEALER,in porttitor pede justo eu massa donec dapibus duis at velit eu,1
126,Ibuprofen,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,0
127,Hepatatox,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1
128,Chicken Pox Symptom Relief,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,1
129,fexofenadine hydrochloride,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,0
130,All Day Allergy,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,1
131,Amlodipine Besylate,ac nibh fusce lacus purus aliquet at feugiat non pretium,0
132,Head and Shoulders Conditioner,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,0
133,Levitra,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,0
134,OBAGI-C RX SYSTEM NORMAL-OILY,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,0
135,Pleo Ex,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,1
136,AILANTHUS GLANDULOSUS,,1
137,Ibuprofen,,1
138,E.O.L.,,1
139,Petrolatum,,0
140,Melatonin Forte,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,0
141,Rapamune,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,0
142,NICORETTE,,0
143,MAGNESIA PHOS,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,1
144,CEFTRIAXONE,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,1
145,Peppermint Ice anti-bacterial SCENTED HAND SANITIZER,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,0
146,BAC-D Antibacterial Wound sanitizer,,1
147,Humulin,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,1
148,Verapamil Hydrochloride,duis at velit eu est congue elementum in hac habitasse platea,1
149,Oil-Free Foaming Acne Wash,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,0
150,Loperamide Hydrochloride,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,0
151,Cumin,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,1
152,Carvedilol,lorem quisque ut erat curabitur gravida nisi at nibh in,1
153,ShopRite Childrens Multi Symptom Cold Relief,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,1
154,Clindamycin in 5 Percent Dextrose,,1
155,Doxycycline Hyclate,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,1
156,Imipramine Hydrochloride,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,0
157,Nighttime Cold Flu Relief,,0
158,Atenolol,,0
159,Propranolol Hydrochloride,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,1
160,Topcare Nicotine,,1
161,Personal Cloth Wipes,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,1
162,ESIKA Extreme Moisturizing SPF 16,,0
163,Aero Florafree Antibacterial,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,0
164,BabyGanics Sunscreen,,1
165,healthy accents clear lax,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,0
166,Pore Rescue Acne,,0
167,Bystolic,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,1
168,Kadian ER,,1
169,Maximum Strength PMS Formula,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,0
170,Irbesartan,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,0
171,Womens Gentle Laxative,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,0
172,Duloxetine,nonummy integer non velit donec diam neque vestibulum eget vulputate,1
173,amlodipine besylate,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,0
174,Lobster,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,1
175,"Food - Plant Source, Pea, Green or English Pisum sativum",dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,1
176,Stimulant laxative plus stool softener,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,0
177,Oxygen,,0
178,XENADERM,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,1
179,Hydrogen Peroxide,,0
180,Medical Provider Single Use EZ Flu Shot Fluvirin 2014-2015,,0
181,Myxcin-C,,0
182,Ropinirole Hydrochloride,,0
183,Tramadol Hydrochloride,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,1
184,Ceftriaxone,,0
185,TOFRANIL,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,1
186,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,1
187,Glipizide,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,1
188,PsoCleer,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,1
189,Hydrocodone Bitartrate and Acetaminophen,,0
190,Epicoccum nigrum,,0
191,MAX,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,1
192,SPF 30 Sunscreen Tottle,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,0
193,Naproxen Sodium,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,0
194,Injury Topical,,1
195,Sheep Sorrel,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,0
196,Treatment Set TS331413,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,1
197,Ampicillin and Sulbactam,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,1
198,ProBLEN Libido,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,1
199,Citrus Urtica comp. Special Order,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,1
200,Losartan Potassium,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,1
201,Aplicare Antiseptic Perineal Wash II,,1
202,PECAN,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,0
203,headache relief,,1
204,azithromycin,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,1
205,Yellow Pine,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,1
206,SOL LEON Sunscreen SPF 15,,0
207,kirkland signature aller fex,,0
208,Eve Lom Brilliant Cover Concealer Broad Spectrum SPF 15 Sunscreen,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,0
209,Extra Strength Pain Reliever,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,0
210,Up (and) Up Green Apple Scent,,1
211,Miconazole Nitrate,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,1
212,povidine iodine,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,1
213,Topiramate,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,1
214,Neutrogena Rapid Clear,,0
215,Loratadine D,,1
216,Perphenazine and Amitriptyline Hydrochloride,sapien non mi integer ac neque duis bibendum morbi non quam nec,1
217,CHLORZOXAZONE,,0
218,GOJO E2 Foam Handwash with PCMX,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,1
219,Risperidone,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,0
220,Warfarin Sodium,,0
221,Ranitidine Hydrochloride,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,0
222,Hygienic Cleansing Pads,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,0
223,Risperidone,est donec odio justo sollicitudin ut suscipit a feugiat et eros,1
224,Hydralazine Hydrochloride,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,1
225,Rite Aid,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,1
226,Nitroglycerin,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,0
227,kirkland signature quit 4,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,0
228,Lisinopril,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,1
229,Enteric Coated Aspirin,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,1
230,Sulfamethoxazole and Trimethoprim,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,0
231,Adapalene,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,0
232,risperidone,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,0
233,Tramadol Hydrochloride,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,0
234,Vineyard Grape Antibacterial Hand Wash,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,0
235,cilostazol,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,0
236,Wok Lok Pain Relieving Oil,,0
237,Melphalan Hydrochloride,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,0
238,ANNUAL SALTBUSH POLLEN,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,0
239,CREEPING BENT GRASS POLLEN,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,1
240,TEETHING KIDS RELIEF,,0
241,Naproxen,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,1
242,Paroxetine,,1
243,Oxygen,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,0
244,Aveeno Positively Ageless Complete Anti Aging System,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1
245,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,1
246,Cephalexin,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,0
247,Pluratuss,,0
248,LAMOTRIGINE,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,1
249,YS Solution Ac control Skin Regular Mild,,1
250,Tobacco Leaf,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,1
251,Oxcarbazepine,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,0
252,Zyprexa,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,0
253,nicotine,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,1
254,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,felis donec semper sapien a libero nam dui proin leo odio,0
255,Miconazole Nitrate,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,1
256,Cantaloupe,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,1
257,Penicillin V Potassium,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,0
258,Teveten,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,1
259,Prednisone,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,0
260,UV ESSENTIEL,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,0
261,Relpax,,1
262,ChapStick Classic Spearmint,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,0
263,zaleplon,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,0
264,NAPRELAN,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,1
265,Alprazolam,,1
266,Ginger Lime Hand Sanitizer,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,0
267,Enoxaparin Sodium,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,0
268,Cetirizine Hydrochloride,,0
269,Primidone,,1
270,pain reliever,a suscipit nulla elit ac nulla sed vel enim sit,1
271,Meprobamate,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,1
272,Digoxin,,0
273,AMOXICILLIN,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,1
274,Morphine Sulfate,,1
275,Lotrimin,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,0
276,"Acetaminophen,Dextromethorphan,Phenylephrine",a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,1
277,PreviDent,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,1
278,Buspirone Hydrochloride,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,0
279,APPLE,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,1
280,Nicotine,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,0
281,Extra Strength Gas Relief,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,0
282,DR. WALTONS COOL AND HOT ANALGESIC,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,1
283,Herbalife SKIN,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,0
284,Risperidone,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,1
285,Etodolac,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,0
286,NovoSeven,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,1
287,Cargo Tinted Moisturizer SPF 20,nunc purus phasellus in felis donec semper sapien a libero,1
288,Walgreens Sunscreen Sport,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,0
289,HZ,orci luctus et ultrices posuere cubilia curae donec pharetra magna,1
290,CELEBREX,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,1
291,Lithium Carbonate,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,0
292,CORTEF,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,1
293,SHISEIDO PERFECT REFINING FOUNDATION,,1
294,smart sense acid reducer,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,1
295,Ciclopirox,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,1
296,Ibuprofen,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,1
297,SUPER BB,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,0
298,VYTORIN,,1
299,Lisinopril,eu massa donec dapibus duis at velit eu est congue elementum,0
300,Boscia Daily Defense Sunscreen Broad Spectrum SPF 50 PA,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,0
301,CLARINS Skin Illusion SPF 10 Natural Radiance Foundation Tint 118,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,0
